,AT,BE,BG,CH,CZ,EE,ES,FI,FR,GB,GR,HR,HU,LT,LV,NL,PL,PT,RO,RS,SI,SK
2019-06-30 10:00:00,12.22,13.38,43.13,0.47,0.73,41.98,46.0,22.23,12.86,39.32,47.0,38.2,36.39,41.98,41.98,17.4,216.93,46.16,144.08,31.15,38.2,0.73
2019-06-30 11:00:00,9.92,12.19,61.82,-2.19,-2.0,41.98,46.16,23.13,11.18,37.76,44.7,38.59,34.49,41.98,41.98,20.1,216.96,46.63,147.0,35.47,38.59,-2.0
2019-06-30 12:00:00,2.61,9.35,61.82,-15.85,-2.0,41.98,46.63,23.63,6.36,35.82,42.15,38.32,36.51,41.98,41.98,33.05,216.96,48.58,139.0,36.34,38.32,-2.0
2019-06-30 13:00:00,-18.48,13.06,61.8,-39.45,-23.0,41.98,48.58,24.23,8.18,30.0,43.83,36.94,30.17,41.98,41.98,24.36,226.3,47.0,139.0,34.17,36.94,-23.0
2019-06-30 14:00:00,-28.0,6.65,61.82,-38.31,-23.0,52.91,47.0,23.58,0.96,24.76,44.2,37.77,27.76,52.91,52.91,21.72,216.92,45.38,129.0,29.51,37.77,-23.0
2019-06-30 15:00:00,-9.56,-1.52,61.84,-28.81,-15.0,50.72,45.38,21.03,-5.12,24.76,48.85,38.57,33.79,50.72,50.72,25.84,210.9,44.0,131.44,28.04,38.57,-15.0
2019-06-30 16:00:00,1.75,6.46,61.86,-12.15,-5.0,49.31,44.0,13.16,4.36,32.0,44.8,41.0,38.01,49.31,49.31,22.5,192.09,43.37,160.0,31.0,41.0,-5.0
2019-06-30 17:00:00,20.05,20.05,61.88,1.68,8.0,44.91,43.37,14.99,20.05,35.0,52.5,47.15,41.58,44.91,44.91,20.05,191.95,42.84,180.0,32.4,47.15,8.0
2019-06-30 18:00:00,28.83,28.83,61.9,20.07,29.7,44.88,42.84,20.05,28.83,39.7,58.77,48.17,45.25,44.88,44.88,28.83,215.91,44.36,196.89,40.34,48.17,29.7
2019-06-30 19:00:00,36.63,36.63,70.41,27.22,38.0,50.48,44.36,25.51,36.63,45.6,59.41,49.0,51.11,50.48,50.48,36.63,228.16,47.97,214.26,42.53,49.0,38.0
2019-06-30 20:00:00,37.94,37.94,80.37,29.14,41.0,53.35,47.97,24.21,37.94,45.44,62.52,75.07,56.22,53.35,53.35,37.94,225.24,52.69,242.02,49.91,55.0,41.0
2019-06-30 21:00:00,37.07,37.07,91.75,29.1,38.9,52.66,52.69,23.77,37.07,43.5,62.54,80.02,56.9,52.66,52.66,37.07,216.96,53.88,266.2,51.06,60.0,38.9
2019-06-30 22:00:00,43.19,43.19,91.75,31.03,39.98,22.49,53.88,22.49,43.19,34.6,60.01,55.0,50.47,22.49,22.49,43.19,216.93,51.24,269.43,45.94,55.0,39.98
2019-06-30 23:00:00,36.72,36.72,77.1,27.99,34.58,19.2,51.24,19.2,36.72,26.67,69.0,46.0,37.44,19.2,19.2,36.72,188.13,50.36,239.0,38.06,46.0,34.58
2019-07-01 00:00:00,28.98,28.98,73.34,26.97,28.91,4.33,50.36,4.33,28.98,24.06,61.15,55.0,39.49,4.33,4.33,28.98,194.79,44.59,177.28,31.09,55.0,28.91
2019-07-01 01:00:00,26.23,26.23,77.29,25.71,27.37,20.71,44.59,20.71,26.23,21.75,55.83,47.8,27.91,20.71,20.71,26.23,190.75,42.41,187.0,26.43,47.8,27.37
2019-07-01 02:00:00,25.04,24.5,68.53,24.27,26.03,19.82,42.41,19.82,24.26,19.65,56.0,42.07,26.03,19.82,19.82,25.02,188.6,40.9,132.18,24.63,42.07,26.03
2019-07-01 03:00:00,24.94,22.52,57.48,23.91,26.05,19.84,40.9,19.84,21.42,17.99,56.0,41.96,26.05,19.84,19.84,24.87,188.53,40.9,123.25,24.28,41.96,26.05
2019-07-01 04:00:00,26.04,21.61,56.78,23.21,26.0,20.56,40.9,20.56,19.61,14.92,54.0,41.96,26.0,20.56,20.56,25.9,186.63,42.41,123.35,24.31,41.96,26.0
2019-07-01 05:00:00,27.14,19.64,44.03,24.49,29.22,21.09,42.41,21.09,16.27,21.84,52.88,42.76,29.22,21.09,21.09,26.89,208.12,44.81,123.11,26.9,42.76,29.22
2019-07-01 06:00:00,40.92,26.96,57.34,32.51,40.0,24.07,44.81,24.07,23.8,39.53,52.88,55.38,49.4,24.07,24.07,38.3,281.25,50.16,147.0,44.97,55.38,40.0
2019-07-01 07:00:00,53.1,42.24,97.99,36.91,50.0,27.7,50.16,27.7,37.3,41.0,52.94,95.0,71.84,27.7,27.7,51.55,235.16,50.89,233.93,58.04,95.0,50.0
2019-07-01 08:00:00,52.85,44.56,107.69,38.22,49.3,51.2,50.89,37.25,39.66,38.0,59.81,91.02,75.97,51.2,51.2,52.34,242.32,51.2,340.17,65.52,91.02,49.3
2019-07-01 09:00:00,41.13,41.13,113.99,37.75,40.0,56.66,51.2,43.49,41.13,34.71,60.83,91.01,75.94,56.66,56.66,41.13,256.27,51.45,359.73,65.93,91.01,40.0
2019-07-01 10:00:00,37.57,37.57,118.13,34.71,34.12,59.92,51.45,45.34,37.57,30.35,59.9,64.53,73.27,59.92,59.92,37.57,256.45,51.85,359.59,64.52,64.53,34.12
2019-07-01 11:00:00,32.85,32.85,114.01,32.91,34.8,59.96,51.85,45.84,32.85,30.0,59.9,62.6,73.7,59.96,59.96,32.85,291.24,53.19,346.93,65.62,62.6,34.8
2019-07-01 12:00:00,29.46,29.46,80.93,29.92,67.4,68.09,53.19,48.39,29.46,31.85,59.81,82.07,73.07,68.09,68.09,29.46,291.75,53.19,349.0,67.03,56.27,67.4
2019-07-01 13:00:00,28.02,27.41,110.02,28.56,70.08,68.21,53.19,48.6,27.42,30.64,60.63,55.98,70.08,68.21,68.21,27.41,291.53,51.64,346.01,67.03,55.98,70.08
2019-07-01 14:00:00,28.01,27.28,113.99,27.68,68.7,68.16,51.64,44.55,27.29,30.64,60.0,60.61,68.7,68.16,68.16,27.28,268.13,50.03,331.85,67.03,60.61,68.7
2019-07-01 15:00:00,27.0,27.0,122.43,26.48,66.46,62.69,50.03,48.24,27.0,27.8,60.0,73.12,66.46,62.69,62.69,27.0,247.03,48.38,325.3,66.19,73.12,66.46
2019-07-01 16:00:00,26.82,27.03,117.94,26.27,79.96,51.29,48.38,39.42,27.03,35.7,59.9,84.63,79.96,51.29,51.29,27.6,257.79,48.1,314.7,69.91,84.63,79.96
2019-07-01 17:00:00,27.5,27.75,129.87,28.59,83.2,60.27,48.1,35.0,27.68,34.99,60.87,91.07,83.2,60.27,60.27,28.41,246.25,47.38,378.62,69.93,79.52,83.2
2019-07-01 18:00:00,31.03,31.03,140.35,32.59,80.84,57.58,47.38,34.96,31.03,41.0,62.7,91.08,80.84,57.58,57.58,31.03,245.93,46.46,393.98,69.3,72.1,80.84
2019-07-01 19:00:00,36.49,36.49,176.18,36.42,57.6,57.5,46.46,43.12,36.49,45.46,64.57,72.1,76.3,57.5,57.5,36.49,241.42,49.1,382.77,72.18,72.1,57.6
2019-07-01 20:00:00,36.32,36.32,176.2,36.53,55.2,56.45,49.1,46.88,36.32,47.2,64.57,72.1,67.23,56.45,56.45,36.32,241.26,51.45,361.31,69.1,72.1,55.2
2019-07-01 21:00:00,34.93,34.93,129.81,32.09,41.1,51.28,51.45,37.75,34.93,48.0,69.1,71.62,63.64,51.28,51.28,34.93,237.59,50.76,318.36,68.01,71.62,41.1
2019-07-01 22:00:00,37.24,37.65,110.05,33.62,37.17,55.55,50.76,40.75,37.46,42.71,66.19,59.98,60.48,55.55,55.55,38.9,261.17,48.12,301.33,61.16,59.98,37.17
2019-07-01 23:00:00,31.97,31.97,110.0,28.91,31.1,33.03,48.12,33.03,31.97,44.98,62.14,54.37,41.6,33.03,33.03,31.97,214.93,50.66,286.38,50.54,54.37,31.1
2019-07-02 00:00:00,28.9,28.9,104.93,28.11,30.2,26.08,50.66,26.08,28.9,38.57,66.22,35.89,48.42,26.08,26.08,28.9,230.87,44.0,190.0,48.09,35.89,30.2
2019-07-02 01:00:00,26.97,26.97,75.2,26.73,28.08,27.35,44.0,27.35,26.97,33.0,69.44,35.0,39.49,27.35,27.35,26.97,236.28,40.97,219.0,39.96,35.0,28.08
2019-07-02 02:00:00,25.48,25.48,64.41,25.12,26.31,24.09,40.97,24.09,25.48,31.84,69.39,26.39,31.04,24.09,24.09,25.48,227.12,40.66,187.0,30.08,26.39,26.31
2019-07-02 03:00:00,24.75,24.75,56.82,23.93,25.36,22.73,40.66,22.73,24.75,31.78,66.14,24.75,29.86,22.73,22.73,24.75,230.49,40.66,147.0,29.77,24.75,25.36
2019-07-02 04:00:00,24.91,24.91,53.8,23.83,25.36,21.53,40.66,21.53,24.91,31.47,61.29,24.91,28.59,21.53,21.53,24.91,226.41,41.07,141.39,28.06,24.91,25.36
2019-07-02 05:00:00,26.99,26.99,44.06,25.59,27.5,20.57,41.07,20.57,26.99,31.49,61.29,39.0,34.65,20.57,20.57,26.99,226.61,44.4,135.35,30.6,39.0,27.5
2019-07-02 06:00:00,31.0,31.0,59.93,32.64,32.78,23.09,44.4,23.09,31.0,37.0,58.54,60.88,62.37,23.09,23.09,31.0,249.63,45.85,164.08,58.86,60.88,32.78
2019-07-02 07:00:00,36.12,36.12,102.66,37.12,51.33,41.93,45.85,41.93,36.12,36.0,63.33,65.0,70.07,41.93,41.93,36.12,217.53,50.11,295.32,70.07,65.0,51.33
2019-07-02 08:00:00,36.1,36.1,129.83,38.36,56.65,51.15,50.11,51.15,36.1,41.92,66.19,71.79,72.98,51.15,51.15,36.1,238.13,51.2,331.79,70.97,71.79,56.65
2019-07-02 09:00:00,35.06,39.94,123.35,35.77,66.0,56.0,51.2,56.0,37.11,42.0,69.42,72.1,73.7,56.0,56.0,39.94,231.49,51.81,345.55,73.04,72.1,66.0
2019-07-02 10:00:00,34.94,41.5,120.71,33.99,57.0,54.44,51.81,54.44,37.73,38.33,69.46,70.95,72.42,54.44,54.44,41.5,236.11,52.69,349.0,73.01,70.95,57.0
2019-07-02 11:00:00,34.51,41.48,120.09,32.64,57.0,55.52,52.69,55.52,37.85,37.87,66.25,69.95,72.46,55.52,55.52,41.48,235.43,53.69,342.93,73.27,69.95,57.0
2019-07-02 12:00:00,33.39,40.98,118.39,30.3,66.0,55.36,53.69,55.36,37.27,39.0,68.16,58.0,74.85,55.36,55.36,40.98,255.59,53.77,343.1,70.77,58.0,66.0
2019-07-02 13:00:00,33.03,40.1,120.05,29.49,55.12,60.1,53.77,60.1,36.64,35.35,66.19,58.0,73.7,60.1,60.1,40.1,246.69,53.13,354.41,70.07,58.0,55.12
2019-07-02 14:00:00,32.33,38.26,120.85,29.68,49.5,58.01,53.13,58.01,35.27,31.98,67.83,61.61,73.09,58.01,58.01,38.26,234.49,51.95,349.0,68.1,61.61,49.5
2019-07-02 15:00:00,30.52,32.79,123.47,29.6,50.0,55.14,51.95,55.14,31.57,34.69,68.2,68.02,76.61,55.14,55.14,33.0,227.48,51.64,346.08,71.03,68.02,50.0
2019-07-02 16:00:00,29.96,29.96,125.29,30.49,57.7,53.49,51.64,53.49,29.96,42.1,66.2,73.18,83.66,53.49,53.49,29.96,234.84,51.45,362.75,77.97,73.18,57.7
2019-07-02 17:00:00,33.05,33.05,130.08,33.21,58.0,55.22,51.45,55.22,33.05,51.45,69.53,72.1,82.43,55.22,55.22,33.05,225.58,50.78,396.12,78.46,72.1,58.0
2019-07-02 18:00:00,38.02,38.02,129.93,37.18,46.2,53.05,50.78,53.05,38.02,51.43,69.13,72.1,80.59,53.05,53.05,38.02,218.55,50.11,390.31,77.59,72.1,46.2
2019-07-02 19:00:00,44.0,44.0,129.87,38.84,49.25,51.39,50.11,51.39,44.0,50.3,68.57,72.1,80.65,51.39,51.39,44.0,216.19,50.11,381.58,72.07,72.1,49.25
2019-07-02 20:00:00,50.96,44.46,130.26,38.04,49.5,49.75,50.11,49.75,39.21,45.0,69.09,71.79,81.56,49.75,49.75,52.42,215.46,50.76,381.9,71.54,71.79,49.5
2019-07-02 21:00:00,46.16,41.6,132.29,35.98,45.02,41.93,50.76,41.93,37.66,40.0,83.53,71.62,77.91,41.93,41.93,47.65,207.11,50.11,386.22,71.14,71.62,45.02
2019-07-02 22:00:00,41.97,41.5,127.44,37.52,41.97,36.33,50.11,36.33,41.07,34.98,83.53,60.0,69.17,36.33,36.33,42.14,254.62,49.8,368.92,64.46,60.0,41.97
2019-07-02 23:00:00,37.05,37.05,116.67,33.35,36.3,29.98,49.8,29.98,37.05,39.0,83.53,55.0,56.05,29.98,29.98,37.05,225.58,51.53,327.51,62.01,55.0,36.3
2019-07-03 00:00:00,30.94,30.94,86.19,32.2,33.4,27.61,51.53,27.61,30.94,33.3,69.57,51.1,47.9,27.61,27.61,30.94,245.62,47.42,229.84,47.07,51.1,33.4
2019-07-03 01:00:00,28.07,28.07,98.07,30.38,31.5,26.12,47.42,26.12,28.07,33.1,70.12,35.52,39.79,26.12,26.12,28.07,241.44,43.75,226.7,38.26,35.52,31.5
2019-07-03 02:00:00,27.6,27.6,98.07,28.44,30.42,25.7,43.75,25.7,27.6,33.33,69.5,27.6,32.04,25.7,25.7,27.6,226.47,42.49,188.31,34.29,27.6,30.42
2019-07-03 03:00:00,27.37,25.0,98.07,28.06,30.0,25.37,42.49,25.37,23.51,33.1,69.55,27.37,30.06,25.37,25.37,27.33,224.78,42.5,151.65,30.87,27.37,30.0
2019-07-03 04:00:00,28.01,22.48,98.05,28.02,30.0,25.15,42.5,25.15,18.99,33.1,69.47,28.01,30.0,25.15,25.15,27.93,220.49,45.0,142.26,31.23,28.01,30.0
2019-07-03 05:00:00,29.04,26.1,98.05,28.4,31.17,25.33,45.0,25.33,24.25,35.27,69.47,29.04,32.16,25.33,25.33,29.0,242.97,47.5,141.98,34.67,29.04,31.17
2019-07-03 06:00:00,36.93,32.83,98.07,35.06,43.9,26.73,47.5,26.73,29.35,41.33,65.81,50.0,52.38,26.73,26.73,38.22,252.64,50.1,152.2,55.51,50.0,43.9
2019-07-03 07:00:00,47.6,39.97,134.4,36.96,51.0,34.35,50.1,34.35,35.06,44.29,63.38,55.96,63.97,34.35,34.35,47.6,219.76,52.49,247.93,60.49,55.96,51.0
2019-07-03 08:00:00,46.95,44.4,178.04,40.74,50.0,42.17,52.49,42.17,41.93,50.56,64.64,60.83,68.06,42.17,42.17,48.0,224.47,53.5,302.78,66.01,60.83,50.0
2019-07-03 09:00:00,37.53,37.53,233.72,40.13,41.4,52.15,53.5,52.15,37.53,50.0,64.62,67.22,69.92,52.15,52.15,37.53,227.85,53.69,322.11,66.25,67.22,41.4
2019-07-03 10:00:00,33.68,33.68,231.16,38.44,38.1,51.02,53.69,51.02,33.68,38.0,64.45,66.5,70.53,51.02,51.02,33.68,228.08,53.7,330.92,65.43,66.5,38.1
2019-07-03 11:00:00,33.4,33.4,239.1,36.72,37.64,53.62,53.7,53.62,33.4,41.3,67.0,66.03,72.55,53.62,53.62,33.4,228.71,53.95,333.81,65.09,66.03,37.64
2019-07-03 12:00:00,31.19,31.19,239.0,34.76,56.0,50.39,53.95,50.39,31.19,39.22,69.5,84.01,79.02,50.39,50.39,31.19,230.02,53.99,343.35,73.09,84.01,56.0
2019-07-03 13:00:00,30.14,30.14,244.65,33.29,58.94,51.98,53.99,51.98,30.14,33.4,70.0,75.07,78.03,51.98,51.98,30.14,228.44,53.69,374.0,73.07,75.07,58.94
2019-07-03 14:00:00,30.1,30.1,262.53,32.62,56.0,49.91,53.69,49.91,30.1,33.0,72.18,63.43,75.92,49.91,49.91,30.1,222.89,53.19,369.32,73.07,63.43,56.0
2019-07-03 15:00:00,29.98,29.98,270.04,32.18,54.6,45.08,53.19,45.08,29.98,33.38,77.17,70.62,73.5,45.08,45.08,29.98,223.76,53.19,359.31,74.08,70.62,54.6
2019-07-03 16:00:00,30.08,30.08,261.03,32.57,52.0,52.61,53.19,52.61,30.08,44.0,77.17,71.79,74.37,52.61,52.61,30.08,217.71,53.3,347.84,69.95,71.79,52.0
2019-07-03 17:00:00,33.0,33.0,239.04,35.08,38.94,42.19,53.3,42.19,33.0,50.0,72.6,71.79,71.48,42.19,42.19,33.0,216.75,53.01,352.0,69.02,71.79,38.94
2019-07-03 18:00:00,36.49,36.49,244.56,36.75,42.7,41.83,53.01,41.83,36.49,50.31,72.88,71.79,69.68,41.83,41.83,36.49,218.29,53.19,338.28,67.92,71.79,42.7
2019-07-03 19:00:00,43.07,41.0,251.25,37.72,50.0,45.73,53.19,45.73,39.71,51.95,72.0,71.79,71.0,45.73,45.73,43.07,222.65,53.19,329.8,74.25,71.79,50.0
2019-07-03 20:00:00,48.39,41.63,244.6,34.16,52.8,48.64,53.19,48.64,35.8,45.0,83.8,71.62,72.7,48.64,48.64,50.69,225.54,53.69,336.03,74.58,71.62,52.8
2019-07-03 21:00:00,40.07,35.62,239.08,30.99,47.12,49.91,53.69,49.91,31.89,38.91,84.2,70.0,71.94,49.91,49.91,41.4,219.05,53.3,344.07,72.9,70.0,47.12
2019-07-03 22:00:00,37.57,37.57,231.14,36.94,41.7,36.59,53.3,36.59,37.57,35.91,84.3,59.44,64.79,36.59,36.59,37.57,259.74,51.49,340.46,66.03,59.44,41.7
2019-07-03 23:00:00,33.41,33.41,225.06,34.01,35.25,29.46,51.49,29.46,33.41,43.23,84.2,51.87,54.27,29.46,29.46,33.41,245.62,53.88,306.64,54.05,51.87,35.25
2019-07-04 00:00:00,29.93,29.93,132.82,29.37,30.2,27.59,53.88,27.59,29.93,39.16,66.24,53.0,53.06,27.59,27.59,29.93,230.5,51.01,256.85,43.0,53.0,30.2
2019-07-04 01:00:00,28.83,28.83,88.11,27.05,27.9,27.78,51.01,27.78,28.83,34.61,66.25,46.27,41.05,27.78,27.78,28.83,230.48,48.24,251.25,35.47,46.27,27.9
2019-07-04 02:00:00,28.06,26.05,84.26,26.37,27.9,27.29,48.24,27.29,24.89,33.42,66.15,45.22,37.88,27.29,27.29,27.98,226.33,47.0,194.4,28.77,45.22,27.9
2019-07-04 03:00:00,29.06,23.78,76.16,26.04,27.7,26.82,47.0,26.82,20.71,33.14,68.98,44.99,37.05,26.82,26.82,28.89,226.43,47.11,179.35,28.05,44.99,27.7
2019-07-04 04:00:00,29.73,20.9,74.34,26.09,28.3,26.98,47.11,26.98,15.76,31.91,68.22,44.58,35.43,26.98,26.98,29.42,226.47,50.0,175.46,28.11,44.58,28.3
2019-07-04 05:00:00,30.74,24.02,64.7,27.85,29.5,27.11,50.0,27.11,19.99,33.2,63.42,45.38,42.3,27.11,27.11,30.71,225.53,50.08,167.79,32.3,45.38,29.5
2019-07-04 06:00:00,36.99,30.91,78.62,29.9,38.78,28.07,50.08,28.07,27.47,39.4,63.44,56.0,54.57,28.07,28.07,36.7,250.57,53.95,200.3,49.0,56.0,38.78
2019-07-04 07:00:00,44.31,38.94,98.03,34.46,46.7,51.96,53.95,51.96,35.51,49.44,63.98,85.04,67.27,51.96,51.96,44.31,241.62,54.51,258.4,57.27,85.04,46.7
2019-07-04 08:00:00,39.72,39.72,130.04,40.17,45.68,56.78,54.51,56.78,39.72,53.43,64.48,66.07,67.37,56.78,56.78,39.72,256.54,55.0,318.54,64.03,66.07,45.68
2019-07-04 09:00:00,34.77,34.77,136.03,36.44,37.6,60.29,55.0,60.29,34.77,49.0,64.54,80.04,71.63,60.29,60.29,34.77,256.93,55.05,319.0,65.73,80.04,37.6
2019-07-04 10:00:00,31.88,31.88,193.72,34.31,39.32,60.38,55.05,60.38,31.88,35.0,64.24,80.05,71.8,60.38,60.38,31.88,258.96,54.7,339.18,64.98,80.05,39.32
2019-07-04 11:00:00,30.89,30.89,193.78,32.75,50.0,60.86,54.7,60.86,30.89,34.0,61.53,85.01,73.7,60.86,60.86,30.89,252.85,55.05,340.0,68.04,85.01,50.0
2019-07-04 12:00:00,29.74,29.79,136.07,30.5,47.29,59.42,55.05,59.42,29.77,33.0,64.57,85.09,76.9,59.42,59.42,29.97,248.53,55.05,349.0,69.06,85.09,47.29
2019-07-04 13:00:00,29.65,29.65,176.28,30.02,35.0,58.41,55.05,58.41,29.65,32.17,64.54,68.07,75.02,58.41,58.41,29.65,241.08,54.44,364.15,68.97,68.07,35.0
2019-07-04 14:00:00,29.53,29.53,189.89,29.98,42.0,56.66,54.44,56.66,29.53,32.15,66.27,64.87,70.04,56.66,56.66,29.53,235.08,53.95,355.25,69.0,64.87,42.0
2019-07-04 15:00:00,29.65,29.66,176.3,30.12,32.2,55.25,53.95,55.25,29.66,32.19,66.28,65.03,73.31,55.25,55.25,29.85,239.12,53.88,331.65,66.96,65.03,32.2
2019-07-04 16:00:00,29.8,29.8,193.74,30.39,44.64,56.2,53.88,56.2,29.8,34.8,68.99,100.01,77.98,56.2,56.2,29.8,216.48,53.95,347.12,68.01,85.1,44.64
2019-07-04 17:00:00,32.98,32.98,139.63,34.0,35.17,49.99,53.95,49.99,32.98,45.0,63.0,85.1,73.07,49.99,49.99,32.98,216.47,53.95,369.27,68.52,85.1,35.17
2019-07-04 18:00:00,36.92,36.92,136.07,36.54,39.2,50.87,53.95,50.87,36.92,50.08,66.0,100.02,77.54,50.87,50.87,36.92,216.5,54.08,345.99,68.23,85.1,39.2
2019-07-04 19:00:00,43.58,43.58,136.07,40.84,46.5,50.88,54.08,50.88,43.58,52.63,66.39,100.01,77.91,50.88,50.88,43.58,233.62,54.63,367.18,69.76,85.1,46.5
2019-07-04 20:00:00,44.98,40.9,136.09,38.27,49.6,54.9,54.63,54.9,38.23,51.35,66.42,95.59,75.42,54.9,54.9,44.98,228.48,55.08,368.93,68.05,61.0,49.6
2019-07-04 21:00:00,39.9,37.72,136.09,36.08,41.4,53.7,55.08,53.7,36.27,46.57,66.42,80.09,75.03,53.7,53.7,39.9,216.24,55.08,397.0,68.48,63.0,41.4
2019-07-04 22:00:00,39.06,39.06,129.81,36.86,39.9,42.01,55.08,42.01,39.06,39.57,66.39,80.04,70.05,42.01,42.01,39.06,244.76,53.88,355.28,62.42,61.0,39.9
2019-07-04 23:00:00,34.9,34.9,127.15,33.92,34.3,32.6,53.88,32.6,34.9,38.5,69.1,56.0,55.01,28.37,32.6,34.9,216.48,58.0,331.71,51.38,56.0,34.3
2019-07-05 00:00:00,29.8,29.8,136.03,29.5,31.0,27.26,58.0,27.26,29.8,32.78,69.55,55.0,52.16,27.26,27.26,29.8,226.26,56.83,260.5,49.47,55.0,31.0
2019-07-05 01:00:00,29.0,29.0,98.01,27.52,29.69,26.19,56.83,26.19,29.0,32.71,64.53,48.81,49.02,26.19,26.19,29.0,206.08,55.04,247.0,47.04,48.81,29.69
2019-07-05 02:00:00,27.8,27.8,98.01,26.47,28.44,25.84,55.04,25.84,27.8,31.96,69.39,43.61,43.78,25.84,25.84,27.8,200.33,54.0,232.13,41.98,43.61,28.44
2019-07-05 03:00:00,27.64,27.64,95.42,25.74,28.1,25.46,54.0,25.46,27.64,31.93,65.85,41.84,43.01,25.46,25.46,27.64,191.07,54.03,207.32,37.38,41.84,28.1
2019-07-05 04:00:00,27.9,27.9,85.35,25.78,28.09,25.52,54.03,25.52,27.9,31.93,69.42,40.84,40.12,25.52,25.52,27.9,181.03,55.6,203.68,34.64,40.84,28.09
2019-07-05 05:00:00,29.08,29.08,89.01,27.58,29.69,25.9,55.6,25.9,29.08,32.0,63.56,44.55,44.34,25.9,25.9,29.08,186.08,54.55,190.0,38.07,44.55,29.69
2019-07-05 06:00:00,34.62,34.62,88.66,33.09,34.7,26.76,54.55,26.76,34.62,39.65,63.78,46.99,56.07,26.76,26.76,34.62,239.97,56.05,210.0,51.96,46.99,34.7
2019-07-05 07:00:00,42.89,40.65,96.58,36.97,42.35,32.97,56.05,32.97,39.27,46.07,64.67,55.32,67.37,32.97,32.97,42.89,206.23,56.5,265.52,62.11,49.72,42.35
2019-07-05 08:00:00,45.92,44.28,98.08,40.65,44.9,45.72,56.5,45.72,43.27,56.95,64.53,58.06,68.61,45.72,45.72,45.92,206.21,57.5,319.03,65.07,58.06,44.9
2019-07-05 09:00:00,43.4,43.4,136.01,39.92,41.75,47.68,57.5,47.68,43.4,53.0,69.52,58.06,67.74,47.68,47.68,43.4,210.14,57.5,324.91,66.21,58.06,41.75
2019-07-05 10:00:00,38.0,38.0,128.36,38.01,38.94,49.42,57.5,49.42,38.0,45.59,64.59,57.83,67.36,49.42,49.42,38.0,210.77,57.55,320.79,65.99,57.83,38.94
2019-07-05 11:00:00,36.6,36.6,126.56,35.46,36.62,49.43,57.55,49.43,36.6,41.0,69.55,56.23,67.34,49.43,49.43,36.6,215.46,57.9,319.0,65.97,56.23,36.62
2019-07-05 12:00:00,33.02,33.02,123.51,33.29,33.9,42.26,57.9,42.26,33.02,39.0,69.64,53.19,65.92,42.26,42.26,33.02,213.41,57.9,318.91,65.0,53.19,33.9
2019-07-05 13:00:00,31.05,31.05,120.07,31.46,31.03,50.19,57.9,50.19,31.05,32.39,69.69,53.19,64.83,50.19,50.19,31.05,210.46,56.9,312.18,64.93,53.19,31.03
2019-07-05 14:00:00,29.68,29.68,119.4,30.86,30.9,45.78,56.9,45.78,29.68,32.0,73.65,55.23,64.4,45.78,45.78,29.68,206.42,55.51,307.0,64.91,55.23,30.9
2019-07-05 15:00:00,29.23,29.23,121.32,30.81,30.5,45.77,55.51,45.77,29.23,34.0,69.71,57.23,65.33,45.77,45.77,29.23,206.43,54.55,304.95,65.94,57.23,30.5
2019-07-05 16:00:00,30.4,30.4,121.44,30.66,31.0,43.95,54.55,43.95,30.4,35.0,69.55,58.06,65.95,43.95,43.95,30.4,206.17,54.5,309.38,68.0,58.06,31.0
2019-07-05 17:00:00,32.97,32.97,129.1,33.66,34.5,31.56,54.5,31.56,32.97,41.3,69.6,59.23,65.94,31.56,31.56,32.97,206.33,54.03,312.31,67.58,59.23,34.5
2019-07-05 18:00:00,35.35,35.35,124.68,37.74,40.23,34.51,54.03,34.51,35.35,43.0,67.62,60.99,65.96,34.51,34.51,35.35,208.88,54.85,312.26,67.88,60.99,40.23
2019-07-05 19:00:00,40.15,39.02,123.2,38.1,45.26,45.7,54.85,45.7,38.35,42.39,68.89,63.2,67.21,45.7,45.7,40.15,209.06,55.75,312.35,70.05,63.2,45.26
2019-07-05 20:00:00,44.69,39.59,122.28,37.38,48.5,41.99,55.75,40.26,35.91,42.29,69.0,67.56,67.01,41.99,41.99,45.86,210.52,57.14,318.27,70.89,67.56,48.5
2019-07-05 21:00:00,44.48,37.71,125.64,36.98,45.57,32.62,57.14,32.62,32.96,38.89,64.66,65.0,66.47,32.62,32.62,45.75,208.99,57.0,317.36,70.43,65.0,45.57
2019-07-05 22:00:00,41.76,40.37,123.39,38.3,44.4,33.07,57.0,33.07,39.37,35.21,69.31,57.83,66.02,33.07,33.07,42.07,247.02,55.39,314.8,63.8,57.83,44.4
2019-07-05 23:00:00,37.98,37.61,120.09,37.05,40.75,29.47,55.39,29.47,37.34,42.6,69.72,50.58,57.35,29.47,29.47,38.09,215.79,58.08,312.66,55.03,50.58,40.75
2019-07-06 00:00:00,37.97,37.97,121.44,35.78,37.5,28.56,58.08,28.56,37.97,37.6,66.29,54.06,53.07,28.56,28.56,37.97,167.16,57.47,239.0,49.63,54.06,37.5
2019-07-06 01:00:00,34.1,34.1,98.08,33.16,33.99,29.5,57.47,29.5,34.1,34.01,66.24,48.13,50.59,29.5,29.5,34.1,161.12,55.8,250.72,46.08,48.13,33.99
2019-07-06 02:00:00,30.99,30.99,95.56,31.28,31.5,28.54,55.8,28.54,30.99,30.47,65.85,43.12,46.02,28.54,28.54,30.99,181.76,55.0,239.0,40.03,43.12,31.5
