,AT,BE,BG,CH,CZ,EE,ES,FI,FR,GB,GR,HR,HU,LT,LV,NL,PL,PT,RO,RS,SI,SK
2019-03-27 06:00:00,42.01,42.01,70.72,42.58,41.22,37.83,49.8,37.83,42.01,45.0,73.24,42.01,44.26,37.83,37.83,42.01,204.42,50.39,200.61,41.02,42.01,41.22
2019-03-27 07:00:00,46.0,46.0,80.31,47.03,45.9,41.0,50.39,41.0,46.0,50.39,77.64,46.0,53.58,41.0,41.0,46.0,224.83,51.64,210.42,46.94,46.0,45.9
2019-03-27 08:00:00,47.04,47.04,99.69,46.55,45.06,46.0,51.64,44.62,47.04,48.0,67.4,47.04,48.17,46.0,46.0,47.04,236.19,51.01,254.69,49.03,47.04,45.06
2019-03-27 09:00:00,43.94,43.94,80.93,44.09,42.9,45.91,51.01,45.91,43.94,46.42,62.74,43.94,42.9,45.91,45.91,43.94,237.28,50.75,229.0,45.97,43.94,42.9
2019-03-27 10:00:00,41.48,41.48,76.69,41.66,39.8,43.94,50.75,43.94,41.48,37.92,63.57,41.48,39.8,43.94,43.94,41.48,234.66,50.49,203.95,40.55,41.48,39.8
2019-03-27 11:00:00,40.61,40.61,74.11,40.4,38.5,41.48,50.49,41.48,40.61,37.6,63.64,40.61,38.53,41.48,41.48,40.61,236.82,50.78,189.2,39.07,40.61,38.5
2019-03-27 12:00:00,40.0,40.0,63.58,39.05,37.79,40.61,50.78,40.61,40.0,38.0,63.65,43.37,38.98,40.61,40.61,40.0,234.91,50.55,183.19,38.92,43.37,37.79
2019-03-27 13:00:00,39.58,39.58,63.94,38.31,36.8,40.0,50.55,40.0,39.58,35.97,63.29,40.1,37.97,40.0,40.0,39.58,236.46,49.57,185.3,37.2,40.1,36.8
2019-03-27 14:00:00,38.75,38.75,63.78,37.6,36.67,39.58,49.57,39.58,38.75,35.94,62.69,38.75,37.44,39.58,39.58,38.75,227.66,48.57,180.49,35.93,38.75,36.67
2019-03-27 15:00:00,39.47,36.93,63.58,38.41,36.78,38.75,48.57,38.75,34.07,35.94,63.54,40.1,37.6,38.75,38.75,38.75,223.68,48.47,178.0,35.91,40.1,36.78
2019-03-27 16:00:00,39.18,39.18,63.82,39.7,38.4,39.47,48.47,39.47,39.18,38.0,63.52,40.1,39.44,39.47,39.47,39.18,220.86,49.49,178.75,38.33,40.1,38.4
2019-03-27 17:00:00,41.49,41.49,71.62,42.1,40.93,39.18,49.49,39.18,41.49,50.96,63.48,41.49,44.02,39.18,39.18,41.49,223.08,50.49,187.49,44.02,41.49,40.93
2019-03-27 18:00:00,44.17,44.17,76.1,44.05,43.87,41.49,50.49,41.49,44.17,63.4,72.93,57.32,65.31,41.49,41.49,44.17,237.1,51.94,209.28,57.08,57.32,43.87
2019-03-27 19:00:00,47.95,54.0,114.08,48.77,47.87,47.9,51.94,47.9,48.06,64.7,77.6,64.4,69.94,47.9,47.9,47.68,246.39,53.86,310.48,60.1,64.4,47.87
2019-03-27 20:00:00,43.99,43.99,119.17,44.97,45.36,42.09,53.86,42.09,43.99,51.13,77.64,43.99,57.24,42.09,42.09,43.99,234.56,52.68,332.5,52.76,43.99,45.36
2019-03-27 21:00:00,41.22,41.22,76.73,42.47,41.2,41.09,52.68,41.09,41.22,38.0,73.35,41.22,48.17,41.09,41.09,41.22,212.69,50.58,272.11,46.04,41.22,41.2
2019-03-27 22:00:00,40.83,40.83,70.37,41.53,39.91,40.23,50.58,40.23,40.83,34.53,65.37,40.83,41.97,40.23,40.23,40.83,202.42,48.49,229.0,43.02,40.83,39.91
2019-03-27 23:00:00,36.92,36.92,60.79,38.42,37.82,38.96,48.49,38.96,36.92,38.1,66.64,36.92,37.9,38.96,38.96,36.92,176.47,49.42,199.5,40.09,36.92,37.82
2019-03-28 00:00:00,32.73,32.73,48.0,37.25,35.76,36.92,49.42,36.92,32.73,36.05,64.33,32.73,35.76,36.92,36.92,32.73,185.39,44.44,180.18,37.93,32.73,35.76
2019-03-28 01:00:00,33.67,33.67,56.07,34.96,34.05,32.73,44.44,32.73,33.67,38.48,63.61,33.67,34.05,32.73,32.73,33.67,175.27,43.44,169.0,35.13,33.67,34.05
2019-03-28 02:00:00,33.38,33.38,48.78,34.27,33.58,32.86,43.44,32.86,33.38,35.94,62.38,33.38,33.58,32.86,32.86,33.38,170.73,43.44,161.96,34.0,33.38,33.58
2019-03-28 03:00:00,33.29,33.29,47.94,33.49,33.05,32.58,43.44,32.58,33.29,35.52,62.38,33.29,33.05,32.58,32.58,33.29,172.51,44.44,159.72,33.46,33.29,33.05
2019-03-28 04:00:00,33.12,33.12,47.98,34.92,34.33,31.71,44.44,31.71,33.12,35.53,47.85,33.12,35.32,31.71,31.71,33.12,172.45,45.43,157.2,35.61,33.12,34.33
2019-03-28 05:00:00,36.67,36.67,58.13,37.81,37.39,33.12,45.43,33.12,36.67,39.18,47.85,43.76,41.94,33.12,33.12,36.67,174.17,51.0,168.0,41.93,43.76,37.39
2019-03-28 06:00:00,44.48,44.48,72.33,42.72,43.4,35.87,51.0,35.87,44.48,44.5,62.38,51.61,48.75,35.87,35.87,44.48,208.64,52.45,199.5,47.99,51.61,43.4
2019-03-28 07:00:00,49.14,50.73,77.33,47.04,47.49,43.41,52.45,37.72,49.17,56.59,64.41,55.67,54.61,43.41,43.41,49.06,234.93,53.07,231.87,52.93,55.67,47.49
2019-03-28 08:00:00,48.84,55.4,88.36,47.44,48.12,48.61,53.07,39.33,48.97,55.91,64.4,49.6,54.03,48.61,48.61,48.53,252.34,53.0,259.76,51.18,49.6,48.12
2019-03-28 09:00:00,46.78,46.78,80.54,44.94,46.0,48.54,53.0,40.14,46.78,45.0,67.34,46.78,49.62,48.54,48.54,46.78,269.09,52.45,256.99,50.02,46.78,46.0
2019-03-28 10:00:00,44.12,44.12,79.86,43.18,44.1,45.65,52.45,39.22,44.12,38.19,64.35,44.12,44.41,45.65,45.65,44.12,267.82,52.46,236.0,45.8,44.12,44.1
2019-03-28 11:00:00,43.36,43.36,73.07,42.98,43.34,43.06,52.46,38.75,43.36,37.47,61.88,43.36,43.57,43.06,43.06,43.36,274.4,53.04,211.25,43.87,43.36,43.34
2019-03-28 12:00:00,42.54,42.54,66.48,41.59,42.79,42.32,53.04,38.06,42.54,37.18,61.88,43.38,43.01,42.32,42.32,42.54,275.48,53.01,206.7,42.12,43.38,42.79
2019-03-28 13:00:00,42.39,42.39,75.2,41.58,42.7,41.52,53.01,37.92,42.39,36.25,61.88,44.29,42.7,41.52,41.52,42.39,275.34,52.45,204.57,42.18,44.29,42.7
2019-03-28 14:00:00,43.06,39.28,73.44,41.61,42.7,41.37,52.45,37.65,35.88,36.0,60.14,47.7,42.7,41.37,41.37,41.74,265.56,52.05,202.19,42.49,47.7,42.7
2019-03-28 15:00:00,44.09,38.36,76.22,42.1,42.99,42.02,52.05,37.4,33.77,36.57,60.14,44.09,46.52,42.02,42.02,41.94,239.45,51.64,203.1,43.28,44.09,42.99
2019-03-28 16:00:00,44.47,38.52,98.08,42.9,43.55,43.03,51.64,37.0,32.86,40.29,60.14,44.47,50.74,43.03,43.03,42.53,238.87,51.64,221.28,45.8,44.47,43.55
2019-03-28 17:00:00,46.98,42.42,88.25,43.83,46.05,36.94,51.64,36.94,37.47,50.4,60.14,46.98,57.26,36.94,36.94,45.74,239.09,51.5,241.34,51.57,46.98,46.05
2019-03-28 18:00:00,48.19,50.0,110.68,46.02,49.28,36.9,51.5,36.9,43.72,61.69,63.02,64.8,64.23,36.9,36.9,47.65,264.96,53.0,272.35,63.98,64.8,49.28
2019-03-28 19:00:00,52.79,55.4,112.97,50.07,52.41,43.04,53.0,42.97,52.77,62.07,66.65,70.49,69.59,43.04,43.04,52.66,270.57,55.01,305.49,65.36,70.49,52.41
2019-03-28 20:00:00,46.65,52.7,130.08,45.72,47.72,36.33,55.01,36.33,46.61,46.0,64.46,59.21,60.9,36.33,36.33,46.36,265.56,54.85,331.0,59.94,59.21,47.72
2019-03-28 21:00:00,43.48,42.8,110.86,43.19,43.65,34.7,54.85,34.7,42.05,40.08,62.49,50.31,54.73,34.7,34.7,43.3,219.4,53.07,289.64,53.04,50.31,43.65
2019-03-28 22:00:00,42.38,42.38,90.73,42.22,42.0,32.77,53.07,32.77,42.38,34.63,61.88,51.28,49.36,32.77,32.77,42.38,205.24,53.54,260.34,47.52,51.28,42.0
2019-03-28 23:00:00,39.32,39.32,81.66,38.48,38.72,29.07,53.54,29.07,39.32,39.94,47.87,39.32,40.72,29.07,29.07,39.32,177.98,53.04,234.75,39.71,39.32,38.72
2019-03-29 00:00:00,39.28,39.28,65.68,37.18,36.94,27.35,53.04,27.35,39.28,37.0,66.51,39.28,40.49,27.35,27.35,39.28,185.43,51.64,193.68,38.8,39.28,36.94
2019-03-29 01:00:00,34.1,34.1,54.02,36.0,35.58,4.79,51.64,4.79,34.1,34.45,45.9,34.1,35.9,4.79,4.79,34.1,186.03,51.33,192.83,35.96,34.1,35.58
2019-03-29 02:00:00,34.44,34.44,49.8,35.0,34.47,2.9,51.33,2.9,34.44,34.64,41.45,34.44,34.47,2.9,2.9,34.44,187.84,50.53,170.94,34.57,34.44,34.47
2019-03-29 03:00:00,34.47,34.47,48.82,34.18,33.8,4.07,50.53,4.07,34.47,33.5,34.53,34.47,33.8,4.07,4.07,34.47,187.84,51.33,164.15,34.06,34.47,33.8
2019-03-29 04:00:00,34.99,34.99,48.0,34.41,34.13,4.32,51.33,4.32,34.99,36.0,31.08,43.6,39.01,4.32,4.32,34.99,187.84,51.64,160.96,36.23,43.6,34.13
2019-03-29 05:00:00,38.04,38.04,58.69,37.58,37.12,17.44,51.64,17.44,38.04,40.23,34.52,50.64,45.22,17.44,17.44,38.04,185.42,52.09,185.76,41.04,50.64,37.12
2019-03-29 06:00:00,45.56,45.56,76.26,43.34,43.4,33.07,52.09,33.07,45.56,44.73,45.79,57.92,49.79,33.07,33.07,45.56,215.26,53.26,215.35,46.48,57.92,43.4
2019-03-29 07:00:00,48.46,50.86,108.18,46.58,46.98,35.05,53.26,35.05,48.51,50.49,63.99,48.46,50.99,35.05,35.05,48.33,218.28,54.54,237.09,49.74,48.46,46.98
2019-03-29 08:00:00,47.62,47.62,110.9,45.5,45.26,41.97,54.54,41.97,47.62,49.25,67.39,47.62,51.15,41.97,41.97,47.62,235.59,54.42,242.83,50.27,47.62,45.26
2019-03-29 09:00:00,43.07,43.07,106.38,42.46,41.49,39.91,54.42,39.91,43.07,46.0,66.57,43.07,48.09,39.91,39.91,43.07,238.35,53.52,243.56,47.36,43.07,41.49
